name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lebu,-37.6167,-73.65,51.93,77,99,15.82,CL,1627161390
Ulaanbaatar,47.9077,106.8832,48.33,87,0,2.24,MN,1627161519
Gazli,40.1333,63.45,91.87,14,0,10.65,UZ,1627161564
Arona,28.0996,-16.681,66.07,72,20,14.97,ES,1627161565
Morro Bay,35.3658,-120.8499,81.28,49,89,7.0,US,1627161565
Olinda,-8.0089,-34.8553,74.93,69,40,11.5,BR,1627161565
Hasaki,35.7333,140.8333,76.87,83,0,8.79,JP,1627161390
Moerai,-22.4333,-151.3333,70.74,62,63,3.31,PF,1627161566
Tura,25.5198,90.2201,75.06,95,95,4.09,IN,1627161566
Grand Gaube,-20.0064,57.6608,67.37,78,6,1.99,MU,1627161567
Hīt,33.6416,42.8251,97.36,21,0,7.87,IQ,1627161567
Teguise,29.0605,-13.564,68.22,83,20,18.41,ES,1627161568
Faro,37.0194,-7.9322,73.18,64,0,11.5,PT,1627161568
Kiknur,57.3034,47.2011,46.87,55,22,3.58,RU,1627161569
Kununurra,-15.7667,128.7333,73.38,43,100,8.05,AU,1627161569
Port Blair,11.6667,92.75,81.95,84,100,20.04,IN,1627161569
Griffith,41.5284,-87.4237,90.3,61,75,4.0,US,1627161570
Hornepayne,49.2138,-84.7705,67.96,92,100,4.61,CA,1627161570
Ţaga,46.95,24.05,64.53,59,87,2.93,RO,1627161571
Herat Province,34.5,62.0,84.92,12,0,26.46,AF,1627161571
Henties Bay,-22.116,14.2845,69.85,36,0,8.68,NA,1627161572
Ellensburg,46.9965,-120.5479,90.37,24,1,1.01,US,1627161572
Manali,13.1667,80.2667,86.09,63,100,9.42,IN,1627161573
Pacific Grove,36.6177,-121.9166,63.64,76,1,5.99,US,1627161573
Panyutyne,48.9333,36.2833,64.8,65,18,4.59,UA,1627161573
Umm Kaddadah,13.6017,26.6876,86.25,40,98,2.64,SD,1627161574
Celestún,20.8667,-90.4,85.57,70,20,15.08,MX,1627161575
Ihosy,-22.4,46.1167,55.02,83,52,10.4,MG,1627161575
Laï,9.3952,16.2989,79.2,69,100,4.9,TD,1627161575
Koumra,8.9126,17.5539,75.96,83,98,3.0,TD,1627161576
Herrin,37.8031,-89.0276,87.28,69,75,0.0,US,1627161576
Puerto del Rosario,28.5004,-13.8627,73.15,78,20,11.5,ES,1627161577
Gairo,39.8497,9.5047,69.01,31,6,4.03,IT,1627161577
Alpena,45.0617,-83.4327,69.94,94,90,11.5,US,1627161578
Grand-Lahou,5.1367,-5.0242,74.95,79,71,6.29,CI,1627161578
Rabo de Peixe,37.8,-25.5833,71.11,88,20,13.8,PT,1627161579
Leningradskiy,69.3833,178.4167,37.54,94,100,5.26,RU,1627161579
Rosita,13.9268,-84.4032,83.73,76,80,4.45,NI,1627161580
Ancud,-41.8697,-73.8203,45.93,74,100,3.11,CL,1627161580
Imeni Poliny Osipenko,52.4201,136.4853,72.5,79,80,4.56,RU,1627161580
Boyuibe,-20.4167,-63.2833,87.71,29,7,8.81,BO,1627161581
Kilosa,-6.8333,36.9833,65.41,69,21,2.37,TZ,1627161581
Korla,41.7597,86.1469,87.03,20,43,6.08,CN,1627161581
Marfino,55.7028,37.3822,56.86,72,0,0.0,RU,1627161582
Puerto Escondido,15.85,-97.0667,92.23,62,1,11.5,MX,1627161582
Hamilton,39.1834,-84.5333,87.57,59,20,1.01,US,1627161315
Sabang,5.8933,95.3214,83.19,74,100,18.21,ID,1627161583
Goderich,43.7501,-81.7165,76.03,84,100,26.53,CA,1627161315
Floresta,-8.6011,-38.5686,78.06,57,74,19.1,BR,1627161583
Vestmanna,62.1564,-7.1664,49.12,100,90,5.75,FO,1627161584
Ukiah,39.1502,-123.2078,98.58,17,1,4.61,US,1627161333
Palmer,42.1584,-72.3287,79.93,41,20,3.44,US,1627161491
Acarí,-15.4311,-74.6158,68.86,66,16,8.57,PE,1627161585
Yar-Sale,66.8333,70.8333,50.04,88,0,8.61,RU,1627161585
Dhār,22.6,75.3,73.98,96,100,13.29,IN,1627161585
Noshiro,40.2039,140.0242,76.17,87,8,3.67,JP,1627161586
Poum,-20.2333,164.0167,71.91,81,6,6.44,NC,1627161586
Poli,-3.3333,36.8,54.68,80,54,6.29,TZ,1627161586
San Cristobal,7.7669,-72.225,82.58,69,100,4.92,VE,1627161495
Miandrivazo,-19.5167,45.4667,68.25,57,10,4.99,MG,1627161587
Aklavik,68.2191,-135.0107,62.6,82,75,10.36,CA,1627161587
Namatanai,-3.6667,152.4333,79.39,80,16,3.4,PG,1627161588
Inhambane,-23.865,35.3833,64.38,63,85,11.54,MZ,1627161588
Camaná,-16.6228,-72.7111,63.32,76,51,8.66,PE,1627161589
Standerton,-26.9337,29.2415,36.59,86,0,4.45,ZA,1627161589
Along,28.1667,94.7667,76.95,99,100,0.51,IN,1627161589
Sijunjung,-0.6876,100.9537,72.0,95,54,1.72,ID,1627161590
Bembèrèkè,10.2283,2.6634,69.67,93,100,4.56,BJ,1627161590
Agirish,61.9247,63.0231,48.7,84,100,8.75,RU,1627161591
Grindavik,63.8424,-22.4338,50.77,87,75,12.66,IS,1627161591
Ceres,37.5949,-120.9577,95.23,21,1,10.36,US,1627161591
Fasa,28.9383,53.6482,69.04,94,78,0.0,IR,1627161592
Callaway,30.153,-85.5699,89.67,69,1,4.0,US,1627161592
Glencoe,-28.1783,30.147,35.82,81,0,2.3,ZA,1627161592
Vellore,12.9333,79.1333,80.87,68,84,13.35,IN,1627161454
Shingū,33.7333,135.9833,75.9,84,88,4.72,JP,1627161593
Tigil',57.8,158.6667,56.68,95,100,3.6,RU,1627161594
Marinette,45.1,-87.6307,83.12,69,75,4.61,US,1627161594
Būrewāla,30.1667,72.65,94.19,47,17,5.46,PK,1627161595
Northam,51.0333,-4.2167,62.71,92,24,6.78,GB,1627161595
Magburaka,8.7167,-11.95,71.69,99,100,2.59,SL,1627161595
Hobyo,5.3505,48.5268,77.47,74,66,28.34,SO,1627161596
Ialibu,-6.2821,143.9935,56.03,98,99,1.61,PG,1627161596
Porto Nacional,-10.7081,-48.4172,86.0,30,28,3.83,BR,1627161597
Tuatapere,-46.1333,167.6833,43.83,81,100,6.64,NZ,1627161418
Laguna,38.421,-121.4238,95.45,29,1,1.01,US,1627161597
Marsá Maţrūḩ,31.3525,27.2453,77.72,66,0,9.17,EG,1627161598
Makakilo City,21.3469,-158.0858,84.16,60,75,11.5,US,1627161598
Polyarny,69.1989,33.4478,50.47,82,100,22.79,RU,1627161598
Lata,40.1629,-8.3327,63.55,94,45,2.33,PT,1627161599
Robertsport,6.7533,-11.3686,77.68,79,100,9.71,LR,1627161599
Yebaishou,41.3975,119.6408,69.58,96,31,5.7,CN,1627161599
Piteå,65.3172,21.4794,60.89,75,29,4.23,SE,1627161600
Bayanday,53.0661,105.5139,53.65,85,0,3.91,RU,1627161601
Malbork,54.0359,19.0266,63.1,76,18,5.97,PL,1627161601
Rio Grande,-32.035,-52.0986,60.94,69,62,5.26,BR,1627161602
Shenjiamen,29.9576,122.298,79.39,91,100,53.46,CN,1627161602
Marabu,4.4148,114.0089,78.94,100,20,0.0,MY,1627161603
Dunedin,-45.8742,170.5036,45.81,52,84,17.0,NZ,1627161603
Coyoles,19.4825,-96.6858,81.09,47,32,6.51,MX,1627161604
Korsholm,63.1142,21.6822,58.55,88,0,4.61,FI,1627161535
Mattru,7.6244,-11.8332,72.14,97,100,2.57,SL,1627161604
Popova,42.9603,131.7228,75.29,94,25,4.29,RU,1627161605
Trincomalee,8.5711,81.2335,81.5,74,100,22.55,LK,1627161606
Vega de Alatorre,20.0333,-96.6333,85.62,65,15,10.2,MX,1627161606
Naze,28.3667,129.4833,77.49,92,100,23.38,JP,1627161607
Barra Patuca,15.8,-84.2833,84.16,68,100,8.37,HN,1627161607
Gorin,51.1983,136.6669,73.62,74,47,3.44,RU,1627161608
Saint Anthony,45.0205,-93.218,90.37,27,1,3.0,US,1627161608
Ormara,25.2088,64.6357,81.99,85,81,16.91,PK,1627161609
Swellendam,-34.0226,20.4417,43.18,43,36,5.44,ZA,1627161609
Tsimmerbude,54.675,20.1347,55.45,79,7,7.49,RU,1627161609
Samarai,-10.6167,150.6667,79.09,87,92,10.74,PG,1627161610
Atasū,48.6814,71.6433,79.34,24,7,7.63,KZ,1627161610
Deputatsky,69.3,139.9,47.62,65,47,5.3,RU,1627161611
Gold Coast,-28.0,153.4333,55.11,66,62,1.99,AU,1627161611
Mastic Beach,40.7668,-72.8521,77.77,60,1,1.01,US,1627161611
Dwārka,22.2394,68.9678,82.6,85,100,21.21,IN,1627161612
Nhulunbuy,-12.2333,136.7667,65.01,88,22,3.44,AU,1627161612
Tsotíli,40.2667,21.3167,62.42,55,0,0.69,GR,1627161613
La Ronge,55.1001,-105.2842,73.65,49,40,10.36,CA,1627161613
Lithgow,-33.4833,150.15,35.74,92,85,17.02,AU,1627161613
Alveringem,50.9793,2.6775,62.98,91,90,4.03,BE,1627161614
Yerbogachën,61.2767,108.0108,60.91,73,100,2.66,RU,1627161614
Savannah Bight,16.45,-85.85,87.85,70,85,7.0,HN,1627161615
Khanbari,27.3747,87.2039,73.4,96,75,0.65,NP,1627161615
Tiarei,-17.5333,-149.3333,80.62,73,33,10.96,PF,1627161616
Aden,12.7794,45.0367,81.23,82,100,9.46,YE,1627161361
Kaeo,-35.1,173.7833,59.32,79,99,12.01,NZ,1627161616
Lyubotyn,49.95,35.9667,70.66,66,68,4.56,UA,1627161617
Jingdezhen,29.2947,117.2079,74.88,90,96,3.56,CN,1627161617
Whitehorse,60.7161,-135.0538,60.39,48,100,5.01,CA,1627161618
Ghanzi,-21.5667,21.7833,49.44,53,0,9.15,BW,1627161618
Trat,12.5,102.5,82.81,98,100,3.53,TH,1627161619
Aksha,50.2814,113.2867,55.33,85,52,3.02,RU,1627161619
São Filipe,14.8961,-24.4956,74.55,74,78,10.22,CV,1627161620
Tahe,52.3333,124.7333,60.3,95,33,2.89,CN,1627161620
Asău,46.4333,26.4,57.58,90,9,3.31,RO,1627161621
Ponta Delgada,37.7333,-25.6667,72.32,88,20,13.8,PT,1627161465
Manhumirim,-20.3578,-41.9581,61.47,68,0,1.72,BR,1627161621
Kimbe,-5.5502,150.1429,75.83,91,93,3.85,PG,1627161622
Bend,44.0582,-121.3153,87.55,20,1,4.0,US,1627161593
Wajir,1.7471,40.0573,76.32,48,63,22.91,KE,1627161622
Waverly,42.7392,-84.6208,84.38,72,1,24.16,US,1627161623
Pedernales,18.0384,-71.744,85.6,69,90,5.26,DO,1627161623
Tessalit,20.1986,1.0114,93.76,35,43,16.13,ML,1627161624
Río Gallegos,-51.6226,-69.2181,39.25,65,0,6.91,AR,1627161624
Xining,36.6167,101.7667,64.71,87,100,2.37,CN,1627161606
Mugur-Aksy,50.35,90.5,53.51,79,100,5.41,RU,1627161625
Muisne,0.6,-80.0333,82.51,76,100,11.34,EC,1627161625
Najrān,17.4924,44.1277,84.85,40,78,6.82,SA,1627161626
Siguiri,11.6667,-9.5,74.1,92,99,4.25,GN,1627161626
Burnie,-41.0667,145.9167,42.93,68,20,18.01,AU,1627161627
Blackpool,53.8167,-3.05,62.35,80,100,8.97,GB,1627161627
Fort Nelson,58.8053,-122.7002,71.19,37,75,10.36,CA,1627161628
Erbaa,40.6689,36.5675,70.59,91,0,1.92,TR,1627161628
Sinjār,36.3209,41.8754,89.8,25,0,8.5,IQ,1627161628
Poros,37.4994,23.4536,79.74,54,13,10.04,GR,1627161629
Fairbanks,64.8378,-147.7164,60.93,78,90,3.0,US,1627161331
Port Moresby,-9.4431,147.1797,76.42,94,40,3.18,PG,1627161630
Oussouye,12.485,-16.5469,78.53,70,94,8.3,SN,1627161630
Moindou,-21.6924,165.677,66.15,81,0,3.44,NC,1627161631
Lubao,14.9167,120.55,77.14,88,100,12.39,PH,1627161631
Erzin,36.9559,36.2,80.01,86,6,0.67,TR,1627161631
Dutlwe,-23.9833,23.9,45.73,44,0,13.65,BW,1627161632
Iskateley,67.6803,53.1512,45.46,92,100,16.17,RU,1627161633
Saint-Pierre,-21.3393,55.4781,66.56,67,75,6.91,RE,1627161633
Buguey,18.2893,121.8311,80.44,83,100,10.27,PH,1627161634
Mutsu,41.2894,141.2169,75.0,94,71,5.55,JP,1627161634
Tevaitoa,-16.7833,-151.5,76.64,76,28,11.07,PF,1627161635
Praia,14.9215,-23.5087,77.54,61,75,11.5,CV,1627161635
Carballo,43.213,-8.691,62.04,90,32,2.82,ES,1627161636
Zabul Province,32.25,67.25,78.57,18,3,6.78,AF,1627161636
Lebedyan',53.0194,39.1664,62.94,58,100,5.7,RU,1627161636
Ust-Nera,64.5667,143.2,58.05,99,100,7.9,RU,1627161637
Cedral,23.8,-100.7333,81.19,22,0,11.05,MX,1627161637
Gornopravdinsk,60.05,69.9,52.47,96,90,3.76,RU,1627161638
Elliot,-31.3333,27.85,36.23,32,0,6.76,ZA,1627161638
Guarapari,-20.6667,-40.4975,71.49,70,0,8.93,BR,1627161638
